customer_id,recency_days,frequency,monetary,avg_order_value,return_rate,order_count,days_active,tenure_days,avg_items_per_order,purchase_trend,region,acquisition_channel,age_group,churn_label,segment_name,cluster_id
12367,4,1,150.9,150.9,0.0,1,0,4,17.2,1,Europe,Direct,35-44,False,Promising New,0
12368,628,1,917.7,917.7,0.0,1,0,628,18.333333333333332,1,Europe,Social Media,45-54,True,Lost Low-Value,2
12369,413,3,1511.15,503.71666666666664,0.0,3,228,641,13.71111111111111,1,Europe,Email,45-54,True,At-Risk Big Spenders,3
12370,51,7,3877.6,553.9428571428572,0.0,7,617,668,11.263959390862944,1,Europe,Paid Search,55-64,False,At-Risk Big Spenders,3
12371,59,4,3347.38,836.845,0.0,4,586,645,8.699386503067485,-2,Europe,Organic Search,25-34,False,At-Risk Big Spenders,3
12372,71,3,1196.04,398.68,0.0,3,225,296,16.081632653061224,-1,Europe,Direct,35-44,False,At-Risk Big Spenders,3
12373,311,3,927.65,309.21666666666664,0.0,3,362,673,10.645833333333334,-1,Europe,Organic Search,18-24,True,At-Risk Big Spenders,3
12374,25,3,2669.22,889.74,0.0,3,563,588,16.71604938271605,-1,Europe,Organic Search,45-54,False,Promising New,0
12375,2,2,377.5,188.75,0.3333333333333333,2,96,98,11.733333333333333,0,Europe,Referral,25-34,False,Promising New,0
12376,389,2,383.15,191.575,0.0,2,28,417,21.545454545454547,0,Europe,Referral,35-44,True,Lost Low-Value,2
12377,315,4,3266.32,816.58,0.0,4,274,589,14.006666666666666,2,Europe,Social Media,25-34,True,At-Risk Big Spenders,3
12378,129,2,5376.84,2688.42,0.0,2,433,562,10.39202657807309,0,Europe,Direct,45-54,True,At-Risk Big Spenders,3
12379,81,4,1470.22,367.555,0.2,4,453,534,10.454545454545455,0,Europe,Direct,45-54,False,At-Risk Big Spenders,3
12380,21,8,7210.65,901.33125,0.2,8,641,662,12.411985018726591,0,Europe,Direct,55-64,False,Champions,1
12381,4,3,1474.81,491.60333333333335,0.25,3,115,119,9.71951219512195,1,Europe,Organic Search,18-24,False,Promising New,0
12383,184,5,1612.72,322.544,0.16666666666666666,5,168,352,15.680851063829786,-1,Europe,Direct,25-34,True,At-Risk Big Spenders,3
12384,28,2,425.27,212.635,0.3333333333333333,2,93,121,4.88,0,Europe,Organic Search,25-34,False,Promising New,0
12385,379,1,1668.4,1668.4,0.0,1,0,379,9.28125,1,Europe,Referral,25-34,True,Lost Low-Value,2
12386,337,2,394.7,197.35,0.0,2,29,366,33.4,0,Asia Pacific,Direct,25-34,True,Lost Low-Value,2
12387,415,1,143.94,143.94,0.0,1,0,415,14.88888888888889,1,Asia Pacific,Paid Search,35-44,True,Lost Low-Value,2
12388,15,8,3901.11,487.63875,0.0,8,567,582,13.705479452054794,0,Asia Pacific,Referral,25-34,False,Champions,1
12389,402,3,1433.33,477.77666666666664,0.0,3,253,655,12.53061224489796,-1,Asia Pacific,Direct,35-44,True,At-Risk Big Spenders,3
12390,79,1,504.84,504.84,0.0,1,0,79,11.290322580645162,1,Europe,Paid Search,45-54,False,Lost Low-Value,2
12391,21,6,2724.84,454.14,0.14285714285714285,6,641,662,4.50936329588015,-4,Europe,Paid Search,55-64,False,Champions,1
12392,591,1,234.75,234.75,0.0,1,0,591,10.428571428571429,1,Asia Pacific,Direct,45-54,True,Lost Low-Value,2
12393,72,6,2399.45,399.90833333333336,0.14285714285714285,6,356,428,12.25233644859813,-2,Asia Pacific,Organic Search,35-44,False,At-Risk Big Spenders,3
12394,63,2,805.92,402.96,0.0,2,154,217,19.84,0,Europe,Referral,25-34,False,Promising New,0
12395,15,15,4215.97,281.06466666666665,0.16666666666666666,15,587,602,13.722466960352422,5,Europe,Organic Search,45-54,False,Champions,1
12396,674,1,931.43,931.43,0.0,1,0,674,9.092307692307692,1,Africa,Organic Search,18-24,True,Lost Low-Value,2
12397,35,2,2214.9,1107.45,0.0,2,100,135,10.080645161290322,0,Europe,Organic Search,25-34,False,Promising New,0
12398,45,1,1435.66,1435.66,0.0,1,0,45,16.535714285714285,1,Europe,Paid Search,18-24,False,Promising New,0
12399,119,7,1837.1,262.4428571428571,0.0,7,525,644,21.184466019417474,1,Europe,Referral,45-54,True,At-Risk Big Spenders,3
12400,414,1,205.25,205.25,0.0,1,0,414,8.272727272727273,1,Asia Pacific,Referral,35-44,True,Lost Low-Value,2
12401,303,1,69.3,69.3,0.0,1,0,303,2.5,1,Europe,Paid Search,45-54,True,Lost Low-Value,2
12402,323,6,1136.9,189.48333333333332,0.14285714285714285,6,347,670,9.0,0,Europe,Direct,35-44,True,At-Risk Big Spenders,3
12403,49,2,947.36,473.68,0.0,2,472,521,36.57142857142857,0,Europe,Referral,35-44,False,Promising New,0
12404,682,1,63.24,63.24,0.0,1,0,682,1.0,1,Europe,Organic Search,35-44,True,Lost Low-Value,2
12405,148,1,1390.39,1390.39,0.0,1,0,148,16.0188679245283,1,Europe,Organic Search,18-24,True,At-Risk Big Spenders,3
12406,22,5,6173.36,1234.672,0.2857142857142857,5,675,697,19.373493975903614,-1,Europe,Referral,35-44,False,Champions,1
12407,49,5,1452.08,290.416,0.0,5,215,264,17.09722222222222,1,Europe,Direct,45-54,False,At-Risk Big Spenders,3
12408,32,8,3905.77,488.22125,0.38461538461538464,8,466,498,14.473684210526315,2,Europe,Referral,35-44,False,Champions,1
12409,78,7,23173.89,3310.555714285714,0.46153846153846156,7,487,565,48.13257575757576,-1,Europe,Paid Search,18-24,False,Champions,1
12410,301,3,773.71,257.9033333333333,0.25,3,201,502,8.81578947368421,1,Europe,Referral,45-54,True,At-Risk Big Spenders,3
12411,409,1,346.9,346.9,0.0,1,0,409,6.2727272727272725,1,Asia Pacific,Referral,25-34,True,Lost Low-Value,2
12412,74,6,2404.93,400.82166666666666,0.25,6,465,539,16.41322314049587,0,Europe,Referral,18-24,False,At-Risk Big Spenders,3
12413,66,4,871.45,217.8625,0.2,4,336,402,6.520833333333333,-2,Europe,Direct,25-34,False,At-Risk Big Spenders,3
12414,217,4,532.41,133.1025,0.2,4,246,463,22.227272727272727,2,Europe,Organic Search,35-44,True,At-Risk Big Spenders,3
12415,24,24,108754.93,4531.455416666667,0.14285714285714285,24,503,527,63.6822125813449,8,Asia Pacific,Direct,25-34,False,Champions,1
12416,656,1,202.56,202.56,0.0,1,0,656,12.0,1,Asia Pacific,Organic Search,45-54,True,Lost Low-Value,2
12417,3,20,5998.41,299.9205,0.25925925925925924,20,730,733,8.1,-2,Europe,Direct,25-34,False,Champions,1
12418,112,4,2021.2,505.3,0.2,4,518,630,10.666666666666666,-2,Europe,Paid Search,45-54,True,At-Risk Big Spenders,3
12419,385,2,391.01,195.505,0.0,2,28,413,9.869565217391305,0,Europe,Organic Search,25-34,True,Lost Low-Value,2
12420,63,1,600.39,600.39,0.0,1,0,63,11.89655172413793,1,Europe,Organic Search,45-54,False,Promising New,0
12421,15,6,874.6,145.76666666666668,0.14285714285714285,6,490,505,10.915254237288135,0,Europe,Organic Search,45-54,False,Promising New,0
12422,95,12,3599.87,299.9891666666667,0.0,12,626,721,14.75925925925926,-2,Asia Pacific,Organic Search,35-44,True,At-Risk Big Spenders,3
12423,0,10,2301.39,230.139,0.09090909090909091,10,465,465,11.432258064516128,-2,Europe,Referral,18-24,False,Champions,1
12424,162,4,3284.99,821.2475,0.42857142857142855,4,570,732,21.315217391304348,2,Asia Pacific,Referral,35-44,True,At-Risk Big Spenders,3
12425,78,2,1741.41,870.705,0.3333333333333333,2,370,448,12.604395604395604,0,Europe,Paid Search,65+,False,At-Risk Big Spenders,3
12426,194,2,1201.21,600.605,0.3333333333333333,2,468,662,7.68,0,Europe,Referral,65+,True,At-Risk Big Spenders,3
12427,11,3,660.32,220.10666666666665,0.4,3,360,371,12.071428571428571,1,Europe,Direct,25-34,False,Promising New,0
12428,25,8,6405.26,800.6575,0.2727272727272727,8,258,283,12.226480836236934,-4,Europe,Paid Search,45-54,False,Champions,1
12429,9,8,5792.01,724.00125,0.1111111111111111,8,537,546,18.873333333333335,-2,Europe,Organic Search,35-44,False,Champions,1
12430,43,1,216.4,216.4,0.0,1,0,43,11.6,1,Europe,Organic Search,25-34,False,Promising New,0
12431,35,25,9215.78,368.6312,0.1935483870967742,25,658,693,10.446753246753246,3,Europe,Organic Search,45-54,False,Champions,1
12432,42,4,4359.32,1089.83,0.0,4,130,172,16.822429906542055,0,Europe,Referral,35-44,False,At-Risk Big Spenders,3
12433,0,10,16506.78,1650.678,0.0,10,476,476,23.044722719141323,0,Europe,Direct,35-44,False,Champions,1
12434,84,3,1103.43,367.81,0.4,3,297,381,7.6,-1,Asia Pacific,Organic Search,45-54,False,At-Risk Big Spenders,3
12435,79,6,12710.69,2118.4483333333333,0.0,6,658,737,38.05357142857143,0,Europe,Direct,35-44,False,At-Risk Big Spenders,3
12436,99,1,429.01,429.01,0.0,1,0,99,13.933333333333334,1,Europe,Organic Search,45-54,True,Lost Low-Value,2
12437,1,38,11269.4,296.56315789473683,0.15555555555555556,38,736,737,14.937618147448015,-2,Europe,Referral,35-44,False,Champions,1
12438,14,2,2466.85,1233.425,0.0,2,126,140,12.177083333333334,0,Europe,Direct,18-24,False,Promising New,0
12439,682,2,1142.88,571.44,0.3333333333333333,2,43,725,6.732394366197183,0,Europe,Direct,35-44,True,Lost Low-Value,2
12440,457,2,739.2,369.6,0.3333333333333333,2,260,717,10.933333333333334,0,Europe,Direct,65+,True,Lost Low-Value,2
12441,366,1,155.55,155.55,0.0,1,0,366,12.0,1,Europe,Referral,35-44,True,Lost Low-Value,2
12442,3,1,144.06,144.06,0.0,1,0,3,16.454545454545453,1,Europe,Direct,25-34,False,Promising New,0
12443,732,1,365.31,365.31,0.0,1,0,732,8.95,1,Europe,Organic Search,45-54,True,Lost Low-Value,2
12444,21,5,4085.46,817.092,0.0,5,150,171,6.569767441860465,1,Europe,Organic Search,65+,False,Champions,1
12445,22,2,378.98,189.49,0.3333333333333333,2,398,420,8.869565217391305,0,Europe,Social Media,55-64,False,Promising New,0
12446,57,1,1002.31,1002.31,0.0,1,0,57,6.157894736842105,1,Africa,Email,35-44,False,Promising New,0
12447,243,1,431.49,431.49,0.0,1,0,243,7.48,1,Europe,Referral,35-44,True,Lost Low-Value,2
12448,44,1,365.45,365.45,0.0,1,0,44,11.428571428571429,1,Europe,Organic Search,35-44,False,Promising New,0
12449,22,5,4219.85,843.97,0.0,5,416,438,11.137755102040817,3,Europe,Social Media,45-54,False,Champions,1
12450,156,5,688.2,137.64,0.2857142857142857,5,318,474,11.945945945945946,-1,Europe,Paid Search,55-64,True,At-Risk Big Spenders,3
12451,10,8,12610.24,1576.28,0.2,8,519,529,18.223529411764705,0,Europe,Referral,45-54,False,Champions,1
12452,16,1,348.57,348.57,0.0,1,0,16,9.05,1,Europe,Direct,35-44,False,Promising New,0
12453,134,1,707.09,707.09,0.0,1,0,134,11.0,1,Europe,Organic Search,25-34,True,Lost Low-Value,2
12454,53,4,8633.34,2158.335,0.5,4,629,682,75.33333333333333,-2,Europe,Organic Search,35-44,False,At-Risk Big Spenders,3
12455,73,9,5619.55,624.3944444444444,0.0,9,648,721,14.122727272727273,1,Europe,Email,25-34,False,At-Risk Big Spenders,3
12456,44,3,2581.04,860.3466666666667,0.25,3,210,254,13.262295081967213,1,Europe,Direct,18-24,False,At-Risk Big Spenders,3
12457,58,7,2555.91,365.13,0.46153846153846156,7,377,435,13.5375,5,Europe,Organic Search,35-44,False,At-Risk Big Spenders,3
12458,71,4,1502.49,375.6225,0.0,4,416,487,12.2375,-2,Europe,Direct,45-54,False,At-Risk Big Spenders,3
12459,605,1,398.36,398.36,0.0,1,0,605,11.636363636363637,1,Europe,Referral,55-64,True,Lost Low-Value,2
12460,456,1,296.65,296.65,0.0,1,0,456,9.882352941176471,1,Europe,Organic Search,45-54,True,Lost Low-Value,2
12461,154,1,626.88,626.88,0.0,1,0,154,8.294117647058824,1,Europe,Paid Search,55-64,True,Lost Low-Value,2
12462,2,2,937.59,468.795,0.5,2,301,303,8.783333333333333,0,Europe,Paid Search,45-54,False,Promising New,0
12463,46,4,1200.78,300.195,0.3333333333333333,4,195,241,9.721518987341772,-2,Europe,Referral,45-54,False,At-Risk Big Spenders,3
12464,10,8,957.05,119.63125,0.0,8,299,309,4.318181818181818,0,Europe,Direct,18-24,False,Promising New,0
12465,7,2,682.19,341.095,0.3333333333333333,2,162,169,10.555555555555555,0,Europe,Referral,45-54,False,Promising New,0
12466,682,1,56.73,56.73,0.0,1,0,682,1.0,1,Europe,Referral,25-34,True,Lost Low-Value,2
12467,386,1,132.8,132.8,0.5,1,37,423,14.333333333333334,-1,North America,Referral,18-24,True,Lost Low-Value,2
12468,143,5,3238.74,647.748,0.5,5,546,689,15.013793103448275,-1,Europe,Organic Search,25-34,True,At-Risk Big Spenders,3
12469,522,2,2371.46,1185.73,0.0,2,14,536,19.94736842105263,0,Asia Pacific,Direct,45-54,True,At-Risk Big Spenders,3
12470,689,1,211.95,211.95,0.0,1,0,689,4.130434782608695,1,Unknown,Organic Search,45-54,True,Lost Low-Value,2
12471,2,72,35140.99,488.06930555555556,0.4049586776859504,72,735,737,15.269301470588236,-18,Europe,Direct,55-64,False,Champions,1
12472,30,19,14971.29,787.9626315789474,0.4864864864864865,19,700,730,12.538929440389294,-5,Europe,Direct,65+,False,Champions,1
12473,53,3,2585.73,861.91,0.25,3,138,191,14.9625,1,Europe,Organic Search,55-64,False,At-Risk Big Spenders,3
12474,17,29,11310.75,390.0258620689655,0.4423076923076923,29,649,666,11.572687224669604,7,Europe,Organic Search,25-34,False,Champions,1
12475,53,2,1065.64,532.82,0.0,2,356,409,12.983050847457626,0,Europe,Referral,55-64,False,Promising New,0
12476,1,18,12319.91,684.4394444444445,0.45454545454545453,18,500,501,11.110441767068274,-2,Europe,Organic Search,55-64,False,Champions,1
12477,22,9,20211.37,2245.7077777777777,0.25,9,601,623,10.813829787234043,3,Europe,Email,55-64,False,Champions,1
12478,3,1,545.99,545.99,0.0,1,0,3,6.6571428571428575,1,Europe,Referral,25-34,False,Promising New,0
12479,3,1,473.2,473.2,0.6666666666666666,1,8,11,12.733333333333333,-1,Europe,Direct,25-34,False,Promising New,0
12480,28,7,4471.05,638.7214285714285,0.125,7,479,507,11.170212765957446,-1,Europe,Referral,55-64,False,Champions,1
12481,22,14,11033.51,788.1078571428571,0.17647058823529413,14,585,607,19.320652173913043,0,Europe,Organic Search,25-34,False,Champions,1
12482,576,27,17493.92,647.922962962963,0.0,27,77,653,76.31683168316832,17,Europe,Social Media,35-44,True,Champions,1
12483,17,19,4069.18,214.16736842105263,0.17391304347826086,19,660,677,17.4672131147541,-3,Europe,Direct,35-44,False,Champions,1
12484,35,9,5510.82,612.3133333333334,0.3076923076923077,9,701,736,6.849462365591398,-1,Europe,Paid Search,25-34,False,Champions,1
12485,529,1,708.1,708.1,0.0,1,0,529,12.176470588235293,1,Europe,Organic Search,18-24,True,Lost Low-Value,2
12486,431,1,917.28,917.28,0.0,1,0,431,10.833333333333334,1,Europe,Direct,65+,True,Lost Low-Value,2
12487,730,1,221.5,221.5,0.5,1,0,730,65.0,1,Europe,Direct,55-64,True,Lost Low-Value,2
12488,9,3,1244.66,414.88666666666666,0.0,3,66,75,9.74074074074074,1,Europe,Email,55-64,False,Promising New,0
12489,336,1,298.93,298.93,0.0,1,0,336,7.357142857142857,1,Europe,Referral,25-34,True,Lost Low-Value,2
12490,5,20,8669.0,433.45,0.047619047619047616,20,733,738,12.736961451247165,0,Europe,Direct,25-34,False,Champions,1
12491,38,1,424.4,424.4,0.0,1,0,38,10.32,1,Europe,Organic Search,35-44,False,Promising New,0
12492,63,3,607.21,202.40333333333334,0.0,3,340,403,11.23076923076923,1,Europe,Direct,35-44,False,Promising New,0
12493,165,2,379.74,189.87,0.3333333333333333,2,32,197,10.2,0,Europe,Direct,18-24,True,Lost Low-Value,2
12494,9,9,1563.27,173.69666666666666,0.47058823529411764,9,567,576,9.65,-1,Europe,Direct,45-54,False,Champions,1
12495,634,1,277.4,277.4,0.5,1,6,640,8.0,-1,Europe,Organic Search,65+,True,Lost Low-Value,2
12496,620,2,45.34,22.67,0.0,2,0,620,3.0,2,Europe,Paid Search,35-44,True,Lost Low-Value,2
12497,81,3,4478.36,1492.7866666666666,0.25,3,601,682,70.65454545454546,-1,Europe,Email,35-44,False,At-Risk Big Spenders,3
12498,21,3,349.7,116.56666666666666,0.0,3,36,57,7.428571428571429,1,Europe,Organic Search,35-44,False,Promising New,0
12499,560,1,357.72,357.72,0.0,1,0,560,11.538461538461538,1,Europe,Referral,25-34,True,Lost Low-Value,2
12500,23,18,4853.93,269.66277777777776,0.25,18,650,673,20.638461538461538,4,Europe,Organic Search,25-34,False,Champions,1
12501,315,1,2025.39,2025.39,0.5,1,21,336,11.993243243243244,-1,Europe,Referral,35-44,True,At-Risk Big Spenders,3
12502,95,5,2995.87,599.174,0.0,5,214,309,5.591549295774648,-1,Europe,Organic Search,35-44,True,At-Risk Big Spenders,3
12503,584,1,160.0,160.0,0.0,1,0,584,100.0,1,Europe,Referral,35-44,True,Lost Low-Value,2
12504,18,4,689.05,172.2625,0.3333333333333333,4,578,596,26.647058823529413,0,Europe,Referral,55-64,False,Promising New,0
12505,393,1,787.2,787.2,0.5,1,15,408,7.7560975609756095,-1,Europe,Paid Search,25-34,True,Lost Low-Value,2
12506,232,1,73.5,73.5,0.0,1,0,232,1.0,1,Europe,Organic Search,18-24,True,Lost Low-Value,2
12507,134,4,1354.66,338.665,0.2,4,450,584,23.652173913043477,2,Europe,Email,18-24,True,At-Risk Big Spenders,3
12508,26,2,397.88,198.94,0.0,2,3,29,3.985294117647059,0,Europe,Organic Search,25-34,False,Promising New,0
12509,284,1,158.5,158.5,0.0,1,0,284,9.0,1,Europe,Organic Search,35-44,True,Lost Low-Value,2
12510,142,7,3033.75,433.39285714285717,0.2222222222222222,7,593,735,14.10948905109489,-3,Europe,Referral,45-54,True,At-Risk Big Spenders,3
12511,414,1,3084.02,3084.02,0.5,1,14,428,9.226315789473684,-1,Europe,Direct,55-64,True,At-Risk Big Spenders,3
12512,66,2,132.18,66.09,0.0,2,0,66,3.096774193548387,2,Middle East,Paid Search,45-54,False,Lost Low-Value,2
12513,84,1,558.29,558.29,0.5,1,28,112,13.5,-1,Europe,Paid Search,35-44,False,Lost Low-Value,2
12514,267,2,1597.76,798.88,0.0,2,374,641,10.0,0,Europe,Direct,25-34,True,At-Risk Big Spenders,3
12515,353,1,278.7,278.7,0.0,1,0,353,8.533333333333333,1,Europe,Social Media,35-44,True,Lost Low-Value,2
12516,77,4,2256.94,564.235,0.0,4,522,599,26.97142857142857,0,Europe,Organic Search,35-44,False,At-Risk Big Spenders,3
12517,28,4,2301.6,575.4,0.2,4,162,190,4.894927536231884,0,Europe,Direct,55-64,False,Promising New,0
12518,0,5,1840.89,368.178,0.0,5,110,110,10.974789915966387,-1,Europe,Organic Search,35-44,False,Promising New,0
12519,63,2,626.54,313.27,0.3333333333333333,2,413,476,10.324324324324325,0,Europe,Email,25-34,False,Promising New,0
12520,79,5,2346.26,469.252,0.16666666666666666,5,194,273,9.680272108843537,-1,Europe,Organic Search,25-34,False,At-Risk Big Spenders,3
12521,142,1,545.68,545.68,0.0,1,0,142,8.27027027027027,1,Europe,Organic Search,25-34,True,Lost Low-Value,2
12522,39,2,156.72,78.36,0.0,2,12,51,19.2,0,Europe,Direct,55-64,False,Promising New,0
12523,1,23,4010.35,174.36304347826086,0.23333333333333334,23,736,737,9.428571428571429,-1,Europe,Social Media,18-24,False,Champions,1
12524,9,17,9277.75,545.75,0.05555555555555555,17,660,669,27.875,-1,Europe,Email,18-24,False,Champions,1
12525,491,3,883.73,294.57666666666665,0.625,3,244,735,8.542372881355933,1,Europe,Referral,25-34,True,At-Risk Big Spenders,3
12526,0,3,1172.66,390.88666666666666,0.0,3,94,94,9.176470588235293,-1,Europe,Email,45-54,False,Promising New,0
12527,81,5,717.51,143.502,0.0,5,448,529,16.93548387096774,-1,Europe,Email,35-44,False,At-Risk Big Spenders,3
12528,9,6,1645.48,274.24666666666667,0.25,6,303,312,8.604651162790697,2,Europe,Direct,45-54,False,Promising New,0
12529,522,1,316.48,316.48,0.5,1,6,528,9.142857142857142,-1,Europe,Direct,35-44,True,Lost Low-Value,2
12530,59,9,3341.78,371.3088888888889,0.18181818181818182,9,583,642,16.80536912751678,-1,Europe,Paid Search,18-24,False,At-Risk Big Spenders,3
12531,14,2,1771.2,885.6,0.3333333333333333,2,672,686,8.80952380952381,0,Europe,Referral,55-64,False,Promising New,0
12532,30,1,313.83,313.83,0.0,1,0,30,10.066666666666666,1,Europe,Direct,25-34,False,Promising New,0
12533,618,2,1223.89,611.945,0.6666666666666666,2,120,738,9.942857142857143,0,Europe,Organic Search,18-24,True,At-Risk Big Spenders,3
12534,130,1,981.18,981.18,0.0,1,0,130,10.403225806451612,1,Europe,Referral,35-44,True,Lost Low-Value,2
12535,91,2,716.35,358.175,0.0,2,95,186,6.4411764705882355,0,Europe,Organic Search,25-34,True,Promising New,0
12536,7,1,4279.71,4279.71,0.5,1,52,59,10.814671814671815,-1,Europe,Email,25-34,False,Promising New,0
12537,408,1,612.94,612.94,0.0,1,0,408,10.619047619047619,1,Europe,Organic Search,45-54,True,Lost Low-Value,2
12538,29,2,640.45,320.225,0.0,2,349,378,9.882352941176471,0,Europe,Organic Search,35-44,False,Promising New,0
12539,22,7,11186.75,1598.107142857143,0.0,7,694,716,9.013916500994036,1,Europe,Paid Search,25-34,False,Champions,1
12540,19,32,19076.49,596.1403125,0.058823529411764705,32,713,732,14.602165087956697,2,Europe,Organic Search,35-44,False,Champions,1
12541,29,3,841.18,280.3933333333333,0.0,3,251,280,13.775510204081632,-1,Europe,Organic Search,45-54,False,Promising New,0
12542,484,2,481.88,240.94,0.5,2,156,640,13.384615384615385,0,Europe,Referral,18-24,True,Lost Low-Value,2
12543,448,1,840.25,840.25,0.0,1,0,448,16.261904761904763,1,Europe,Email,25-34,True,Lost Low-Value,2
12544,29,1,316.7,316.7,0.5,1,7,36,7.444444444444445,-1,Europe,Organic Search,45-54,False,Promising New,0
12545,75,2,832.39,416.195,0.0,2,184,259,10.770833333333334,0,Europe,Direct,35-44,False,Promising New,0
12546,46,2,1021.5,510.75,0.3333333333333333,2,31,77,9.373134328358208,0,Europe,Paid Search,65+,False,Promising New,0
12547,197,3,299.58,99.86,0.0,3,303,500,17.0,1,Europe,Social Media,35-44,True,Lost Low-Value,2
12548,166,1,67.2,67.2,0.0,1,0,166,12.0,1,Europe,Direct,18-24,True,Lost Low-Value,2
12549,575,5,1348.28,269.656,0.0,5,122,697,24.104166666666668,-1,North America,Organic Search,35-44,True,At-Risk Big Spenders,3
12550,79,1,824.83,824.83,0.0,1,0,79,10.071428571428571,1,Europe,Organic Search,45-54,False,Promising New,0
12551,357,1,168.0,168.0,0.0,1,0,357,10.0,1,Europe,Organic Search,25-34,True,Lost Low-Value,2
12552,39,1,317.82,317.82,0.0,1,0,39,4.473684210526316,1,Europe,Organic Search,35-44,False,Promising New,0
12553,8,12,4104.75,342.0625,0.29411764705882354,12,415,423,10.118942731277533,0,Europe,Referral,25-34,False,Champions,1
12554,448,1,384.5,384.5,0.0,1,0,448,9.48,1,Europe,Organic Search,55-64,True,Lost Low-Value,2
12555,682,1,129.23,129.23,0.0,1,0,682,1.0,1,Europe,Direct,55-64,True,Lost Low-Value,2
12556,50,2,599.56,299.78,0.0,2,101,151,2.9831932773109244,0,Europe,Referral,35-44,False,Promising New,0
12557,16,8,9384.76,1173.095,0.0,8,706,722,71.16981132075472,0,Europe,Referral,65+,False,Champions,1
12558,1,1,269.96,269.96,0.5,1,6,7,17.818181818181817,-1,North America,Organic Search,65+,False,Promising New,0
12559,310,2,525.71,262.855,0.3333333333333333,2,9,319,14.05,0,Europe,Paid Search,25-34,True,Lost Low-Value,2
12560,5,2,1918.01,959.005,0.3333333333333333,2,138,143,10.660194174757281,0,Europe,Referral,35-44,False,Promising New,0
12561,302,1,238.85,238.85,0.0,1,0,302,11.0625,1,Europe,Referral,35-44,True,Lost Low-Value,2
12562,8,9,4395.24,488.36,0.0,9,427,435,11.378787878787879,5,Europe,Organic Search,25-34,False,Champions,1
12563,408,1,221.24,221.24,0.0,1,0,408,9.333333333333334,1,Europe,Organic Search,35-44,True,Lost Low-Value,2
12564,261,1,402.9,402.9,0.0,1,0,261,6.5,1,Europe,Email,25-34,True,Lost Low-Value,2
12565,281,1,145.92,145.92,0.5,1,7,288,8.88888888888889,-1,Middle East,Direct,65+,True,Lost Low-Value,2
12566,72,1,297.65,297.65,0.5,1,14,86,14.555555555555555,-1,Europe,Direct,35-44,False,Lost Low-Value,2
12567,22,15,10741.48,716.0986666666666,0.11764705882352941,15,644,666,9.670349907918968,1,Europe,Direct,45-54,False,Champions,1
12568,644,1,52.0,52.0,0.0,1,0,644,11.75,1,Europe,Referral,35-44,True,Lost Low-Value,2
