customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_segment,rfm_total,cluster_id,segment_name
18077,8,18,4078.79,5,5,5,5-5-5,15,1,Champions
12619,16,9,2827.62,5,5,5,5-5-5,15,1,Champions
16283,5,8,4348.62,5,5,5,5-5-5,15,1,Champions
12839,2,26,9669.12,5,5,5,5-5-5,15,1,Champions
13115,8,10,5492.3,5,5,5,5-5-5,15,1,Champions
12748,0,323,48015.51,5,5,5,5-5-5,15,1,Champions
16033,5,27,10608.81,5,5,5,5-5-5,15,1,Champions
14456,5,9,3014.32,5,5,5,5-5-5,15,1,Champions
17954,5,19,3722.87,5,5,5,5-5-5,15,1,Champions
17238,2,32,7331.17,5,5,5,5-5-5,15,1,Champions
17685,16,12,5396.95,5,5,5,5-5-5,15,1,Champions
18065,5,28,5846.63,5,5,5,5-5-5,15,1,Champions
15867,5,31,8869.87,5,5,5,5-5-5,15,1,Champions
13319,5,58,21323.22,5,5,5,5-5-5,15,1,Champions
12681,14,44,26893.36,5,5,5,5-5-5,15,1,Champions
12621,1,35,20988.2,5,5,5,5-5-5,15,1,Champions
17412,2,16,4220.22,5,5,5,5-5-5,15,1,Champions
16242,8,14,7404.65,5,5,5,5-5-5,15,1,Champions
12359,7,10,8805.39,5,5,5,5-5-5,15,1,Champions
17133,15,12,7173.09,5,5,5,5-5-5,15,1,Champions
17686,7,9,8296.81,5,5,5,5-5-5,15,1,Champions
13495,7,10,4863.31,5,5,5,5-5-5,15,1,Champions
12362,3,10,4737.23,5,5,5,5-5-5,15,1,Champions
14560,7,44,5819.35,5,5,5,5-5-5,15,1,Champions
14534,2,26,6183.06,5,5,5,5-5-5,15,1,Champions
15144,8,29,12160.31,5,5,5,5-5-5,15,1,Champions
14031,7,44,35967.91,5,5,5,5-5-5,15,1,Champions
15769,7,46,39509.32,5,5,5,5-5-5,15,1,Champions
17735,2,26,16790.33,5,5,5,5-5-5,15,1,Champions
15570,7,25,8736.49,5,5,5,5-5-5,15,1,Champions
14047,8,14,3968.11,5,5,5,5-5-5,15,1,Champions
15271,7,24,4528.54,5,5,5,5-5-5,15,1,Champions
12569,2,32,3152.69,5,5,5,5-5-5,15,1,Champions
16333,7,22,4790.6,5,5,5,5-5-5,15,1,Champions
18144,7,19,4370.95,5,5,5,5-5-5,15,1,Champions
17157,7,19,5151.9,5,5,5,5-5-5,15,1,Champions
12937,15,9,3097.61,5,5,5,5-5-5,15,1,Champions
12476,1,18,12319.91,5,5,5,5-5-5,15,1,Champions
13458,7,16,11959.27,5,5,5,5-5-5,15,1,Champions
14092,7,24,7229.45,5,5,5,5-5-5,15,1,Champions
16327,14,16,9831.68,5,5,5,5-5-5,15,1,Champions
16156,8,20,6188.18,5,5,5,5-5-5,15,1,Champions
16103,7,22,6191.71,5,5,5,5-5-5,15,1,Champions
12662,0,20,6130.54,5,5,5,5-5-5,15,1,Champions
15804,0,13,4206.39,5,5,5,5-5-5,15,1,Champions
14292,7,16,9226.25,5,5,5,5-5-5,15,1,Champions
15547,7,26,9840.01,5,5,5,5-5-5,15,1,Champions
17576,8,41,8705.6,5,5,5,5-5-5,15,1,Champions
18245,7,20,6324.98,5,5,5,5-5-5,15,1,Champions
17017,2,29,12479.63,5,5,5,5-5-5,15,1,Champions
15687,8,9,2993.1,5,5,5,5-5-5,15,1,Champions
13971,8,14,4667.57,5,5,5,5-5-5,15,1,Champions
16011,8,29,5575.11,5,5,5,5-5-5,15,1,Champions
13394,1,19,6621.7,5,5,5,5-5-5,15,1,Champions
16393,2,23,5297.77,5,5,5,5-5-5,15,1,Champions
14395,2,20,7801.93,5,5,5,5-5-5,15,1,Champions
14493,7,10,5087.86,5,5,5,5-5-5,15,1,Champions
16839,8,44,21362.01,5,5,5,5-5-5,15,1,Champions
14243,8,17,7217.75,5,5,5,5-5-5,15,1,Champions
13183,7,15,7036.18,5,5,5,5-5-5,15,1,Champions
16525,2,48,22245.7,5,5,5,5-5-5,15,1,Champions
14688,7,28,7156.82,5,5,5,5-5-5,15,1,Champions
17450,8,51,82525.36,5,5,5,5-5-5,15,1,Champions
17044,8,12,11685.82,5,5,5,5-5-5,15,1,Champions
16764,3,13,2790.95,5,5,5,5-5-5,15,1,Champions
12668,7,9,9906.03,5,5,5,5-5-5,15,1,Champions
13870,2,15,5712.08,5,5,5,5-5-5,15,1,Champions
13408,1,106,49163.74,5,5,5,5-5-5,15,1,Champions
18055,7,14,10142.64,5,5,5,5-5-5,15,1,Champions
17975,15,24,6693.03,5,5,5,5-5-5,15,1,Champions
14732,8,19,5517.07,5,5,5,5-5-5,15,1,Champions
17293,8,17,3726.43,5,5,5,5-5-5,15,1,Champions
14525,8,17,7911.71,5,5,5,5-5-5,15,1,Champions
15373,8,17,3084.54,5,5,5,5-5-5,15,1,Champions
16145,8,19,6805.44,5,5,5,5-5-5,15,1,Champions
13102,1,37,11301.34,5,5,5,5-5-5,15,1,Champions
18097,7,11,4625.52,5,5,5,5-5-5,15,1,Champions
17567,7,9,4751.08,5,5,5,5-5-5,15,1,Champions
15351,12,10,3430.22,5,5,5,5-5-5,15,1,Champions
17381,8,38,17082.35,5,5,5,5-5-5,15,1,Champions
17675,1,70,37555.48,5,5,5,5-5-5,15,1,Champions
14099,16,20,5750.91,5,5,5,5-5-5,15,1,Champions
15078,7,52,17276.73,5,5,5,5-5-5,15,1,Champions
12705,15,13,11114.1,5,5,5,5-5-5,15,1,Champions
13113,0,37,17380.07,5,5,5,5-5-5,15,1,Champions
12523,1,23,4010.35,5,5,5,5-5-5,15,1,Champions
13090,8,23,13076.74,5,5,5,5-5-5,15,1,Champions
13174,16,11,7972.46,5,5,5,5-5-5,15,1,Champions
14309,8,11,3714.57,5,5,5,5-5-5,15,1,Champions
12562,8,9,4395.24,5,5,5,5-5-5,15,1,Champions
12963,8,12,3235.79,5,5,5,5-5-5,15,1,Champions
13969,7,35,12973.46,5,5,5,5-5-5,15,1,Champions
14422,0,19,10271.52,5,5,5,5-5-5,15,1,Champions
15750,2,18,6452.99,5,5,5,5-5-5,15,1,Champions
14388,8,16,6388.2,5,5,5,5-5-5,15,1,Champions
16983,12,11,3467.21,5,5,5,5-5-5,15,1,Champions
17389,0,61,52467.51,5,5,5,5-5-5,15,1,Champions
13777,0,61,35642.82,5,5,5,5-5-5,15,1,Champions
18145,12,11,5589.14,5,5,5,5-5-5,15,1,Champions
14626,8,11,5410.92,5,5,5,5-5-5,15,1,Champions
15482,15,18,13625.96,5,5,5,5-5-5,15,1,Champions
14895,7,38,25053.42,5,5,5,5-5-5,15,1,Champions
14907,3,16,5547.72,5,5,5,5-5-5,15,1,Champions
12720,2,29,6872.52,5,5,5,5-5-5,15,1,Champions
15602,8,16,3137.96,5,5,5,5-5-5,15,1,Champions
16401,1,23,6487.45,5,5,5,5-5-5,15,1,Champions
15861,12,12,4358.5,5,5,5,5-5-5,15,1,Champions
12901,8,28,6082.92,5,5,5,5-5-5,15,1,Champions
12664,8,11,5420.04,5,5,5,5-5-5,15,1,Champions
12951,8,15,3213.72,5,5,5,5-5-5,15,1,Champions
12553,8,12,4104.75,5,5,5,5-5-5,15,1,Champions
14367,8,16,9227.82,5,5,5,5-5-5,15,1,Champions
17725,16,11,3439.08,5,5,5,5-5-5,15,1,Champions
15755,1,17,5993.12,5,5,5,5-5-5,15,1,Champions
16570,8,20,7434.31,5,5,5,5-5-5,15,1,Champions
15984,2,30,8202.34,5,5,5,5-5-5,15,1,Champions
15311,0,207,110730.2,5,5,5,5-5-5,15,1,Champions
13854,8,39,11828.56,5,5,5,5-5-5,15,1,Champions
17063,8,13,3638.53,5,5,5,5-5-5,15,1,Champions
16701,8,26,9482.45,5,5,5,5-5-5,15,1,Champions
16458,2,30,5690.89,5,5,5,5-5-5,15,1,Champions
16938,8,9,6217.11,5,5,5,5-5-5,15,1,Champions
17602,2,14,7312.43,5,5,5,5-5-5,15,1,Champions
14146,8,12,9363.3,5,5,5,5-5-5,15,1,Champions
17071,8,13,3793.71,5,5,5,5-5-5,15,1,Champions
17365,12,15,8167.69,5,5,5,5-5-5,15,1,Champions
14766,8,11,6347.13,5,5,5,5-5-5,15,1,Champions
16700,8,25,8830.77,5,5,5,5-5-5,15,1,Champions
15796,1,17,5170.63,5,5,5,5-5-5,15,1,Champions
15380,8,11,3248.96,5,5,5,5-5-5,15,1,Champions
14527,2,121,27191.1,5,5,5,5-5-5,15,1,Champions
17001,0,19,6640.8,5,5,5,5-5-5,15,1,Champions
14299,8,27,13811.33,5,5,5,5-5-5,15,1,Champions
13767,2,73,32784.17,5,5,5,5-5-5,15,1,Champions
14440,8,13,5982.03,5,5,5,5-5-5,15,1,Champions
16293,8,15,4279.2,5,5,5,5-5-5,15,1,Champions
15544,8,20,7807.89,5,5,5,5-5-5,15,1,Champions
17228,15,13,2820.03,5,5,5,5-5-5,15,1,Champions
14135,1,24,7968.51,5,5,5,5-5-5,15,1,Champions
18102,0,145,292483.35,5,5,5,5-5-5,15,1,Champions
14032,2,16,4503.33,5,5,5,5-5-5,15,1,Champions
13995,15,14,3902.01,5,5,5,5-5-5,15,1,Champions
17769,12,17,7053.38,5,5,5,5-5-5,15,1,Champions
12757,15,9,4176.75,5,5,5,5-5-5,15,1,Champions
15514,12,18,5920.92,5,5,5,5-5-5,15,1,Champions
18223,1,26,13912.21,5,5,5,5-5-5,15,1,Champions
16143,3,12,4555.08,5,5,5,5-5-5,15,1,Champions
14878,12,25,4026.5,5,5,5,5-5-5,15,1,Champions
17231,12,25,7064.8,5,5,5,5-5-5,15,1,Champions
14744,16,14,3366.98,5,5,5,5-5-5,15,1,Champions
14334,16,12,4318.48,5,5,5,5-5-5,15,1,Champions
15727,16,15,9371.71,5,5,5,5-5-5,15,1,Champions
13571,12,26,4537.26,5,5,5,5-5-5,15,1,Champions
17422,16,11,3577.6,5,5,5,5-5-5,15,1,Champions
16019,1,27,16964.36,5,5,5,5-5-5,15,1,Champions
16779,2,53,32468.63,5,5,5,5-5-5,15,1,Champions
15916,16,13,3142.84,5,5,5,5-5-5,15,1,Champions
16923,12,32,13096.25,5,5,5,5-5-5,15,1,Champions
12826,2,12,2800.75,5,5,5,5-5-5,15,1,Champions
12437,1,38,11269.4,5,5,5,5-5-5,15,1,Champions
15555,12,36,11142.64,5,5,5,5-5-5,15,1,Champions
13225,3,16,15016.55,5,5,5,5-5-5,15,1,Champions
17673,1,13,4171.48,5,5,5,5-5-5,15,1,Champions
16933,1,9,3099.3,5,5,5,5-5-5,15,1,Champions
17068,12,47,8980.18,5,5,5,5-5-5,15,1,Champions
16347,11,11,3442.96,5,5,5,5-5-5,15,1,Champions
13758,11,14,8547.41,5,5,5,5-5-5,15,1,Champions
13004,11,36,11650.85,5,5,5,5-5-5,15,1,Champions
12935,2,15,4243.86,5,5,5,5-5-5,15,1,Champions
15858,15,13,3552.41,5,5,5,5-5-5,15,1,Champions
15571,11,14,3743.95,5,5,5,5-5-5,15,1,Champions
14113,3,16,6707.81,5,5,5,5-5-5,15,1,Champions
16985,17,23,10923.16,5,5,5,5-5-5,15,1,Champions
18109,1,38,8909.39,5,5,5,5-5-5,15,1,Champions
13263,1,38,8650.98,5,5,5,5-5-5,15,1,Champions
15601,11,30,14164.9,5,5,5,5-5-5,15,1,Champions
13418,11,31,11368.86,5,5,5,5-5-5,15,1,Champions
13266,11,19,5993.68,5,5,5,5-5-5,15,1,Champions
14646,1,145,387708.24,5,5,5,5-5-5,15,1,Champions
18272,2,9,4385.98,5,5,5,5-5-5,15,1,Champions
13599,1,33,9721.44,5,5,5,5-5-5,15,1,Champions
17188,11,13,4592.93,5,5,5,5-5-5,15,1,Champions
14217,1,23,3298.59,5,5,5,5-5-5,15,1,Champions
15622,3,17,7852.61,5,5,5,5-5-5,15,1,Champions
14415,1,23,11980.09,5,5,5,5-5-5,15,1,Champions
12971,3,116,14610.88,5,5,5,5-5-5,15,1,Champions
13769,2,20,5478.12,5,5,5,5-5-5,15,1,Champions
17019,11,11,3586.99,5,5,5,5-5-5,15,1,Champions
14290,11,8,4516.56,5,5,5,5-5-5,15,1,Champions
13014,2,11,5381.08,5,5,5,5-5-5,15,1,Champions
13089,2,203,111430.51,5,5,5,5-5-5,15,1,Champions
17651,11,16,5703.52,5,5,5,5-5-5,15,1,Champions
14868,3,12,4184.01,5,5,5,5-5-5,15,1,Champions
14215,11,9,3250.33,5,5,5,5-5-5,15,1,Champions
17419,11,18,6126.25,5,5,5,5-5-5,15,1,Champions
15838,11,34,28061.88,5,5,5,5-5-5,15,1,Champions
16655,17,13,6423.26,5,5,5,5-5-5,15,1,Champions
18041,11,38,8010.27,5,5,5,5-5-5,15,1,Champions
16094,11,11,3695.56,5,5,5,5-5-5,15,1,Champions
17739,11,18,7658.51,5,5,5,5-5-5,15,1,Champions
14709,15,25,8886.33,5,5,5,5-5-5,15,1,Champions
17526,1,12,3905.64,5,5,5,5-5-5,15,1,Champions
17338,17,17,11880.54,5,5,5,5-5-5,15,1,Champions
12347,2,8,4775.93,5,5,5,5-5-5,15,1,Champions
17659,3,14,3586.99,5,5,5,5-5-5,15,1,Champions
13590,11,18,6188.28,5,5,5,5-5-5,15,1,Champions
18229,11,28,10150.51,5,5,5,5-5-5,15,1,Champions
13709,3,18,7571.35,5,5,5,5-5-5,15,1,Champions
13650,16,10,3288.0,5,5,5,5-5-5,15,1,Champions
14739,2,25,10763.02,5,5,5,5-5-5,15,1,Champions
12955,1,11,4757.16,5,5,5,5-5-5,15,1,Champions
12471,2,72,35140.99,5,5,5,5-5-5,15,1,Champions
17519,17,15,4774.17,5,5,5,5-5-5,15,1,Champions
16161,1,43,12580.06,5,5,5,5-5-5,15,1,Champions
13139,16,8,8163.5,5,5,5,5-5-5,15,1,Champions
17929,11,12,3082.1,5,5,5,5-5-5,15,1,Champions
13742,16,12,3107.87,5,5,5,5-5-5,15,1,Champions
17861,3,18,5088.29,5,5,5,5-5-5,15,1,Champions
13756,2,23,8449.95,5,5,5,5-5-5,15,1,Champions
13137,10,16,7586.94,5,5,5,5-5-5,15,1,Champions
14653,1,12,3583.11,5,5,5,5-5-5,15,1,Champions
15034,15,14,8159.2,5,5,5,5-5-5,15,1,Champions
16523,1,28,11916.33,5,5,5,5-5-5,15,1,Champions
16992,10,13,5476.5,5,5,5,5-5-5,15,1,Champions
15950,1,10,7120.91,5,5,5,5-5-5,15,1,Champions
14390,10,13,6150.03,5,5,5,5-5-5,15,1,Champions
14911,1,376,266964.15,5,5,5,5-5-5,15,1,Champions
12388,15,8,3901.11,5,5,5,5-5-5,15,1,Champions
14235,10,9,4717.99,5,5,5,5-5-5,15,1,Champions
12417,3,20,5998.41,5,5,5,5-5-5,15,1,Champions
18092,2,18,12689.6,5,5,5,5-5-5,15,1,Champions
15159,1,34,22116.73,5,5,5,5-5-5,15,1,Champions
13831,16,18,6514.14,5,5,5,5-5-5,15,1,Champions
14132,2,11,3580.83,5,5,5,5-5-5,15,1,Champions
14572,3,11,5520.98,5,5,5,5-5-5,15,1,Champions
17682,10,11,4065.28,5,5,5,5-5-5,15,1,Champions
13098,1,28,28011.4,5,5,5,5-5-5,15,1,Champions
14796,1,27,10167.77,5,5,5,5-5-5,15,1,Champions
13468,1,72,12793.28,5,5,5,5-5-5,15,1,Champions
14711,10,11,2839.62,5,5,5,5-5-5,15,1,Champions
12877,3,20,2942.14,5,5,5,5-5-5,15,1,Champions
17730,3,20,7773.8,5,5,5,5-5-5,15,1,Champions
16678,2,12,3109.99,5,5,5,5-5-5,15,1,Champions
12727,10,10,4905.53,5,5,5,5-5-5,15,1,Champions
15615,10,47,21373.97,5,5,5,5-5-5,15,1,Champions
15023,3,20,11555.5,5,5,5,5-5-5,15,1,Champions
14824,10,10,4022.91,5,5,5,5-5-5,15,1,Champions
16748,17,14,3637.33,5,5,5,5-5-5,15,1,Champions
16128,17,11,3710.57,5,5,5,5-5-5,15,1,Champions
14191,1,15,4817.66,5,5,5,5-5-5,15,1,Champions
16782,10,38,9636.12,5,5,5,5-5-5,15,1,Champions
16672,2,20,8096.94,5,5,5,5-5-5,15,1,Champions
16775,10,16,2820.84,5,5,5,5-5-5,15,1,Champions
14088,10,16,64036.8,5,5,5,5-5-5,15,1,Champions
15150,17,13,8977.94,5,5,5,5-5-5,15,1,Champions
15218,10,22,10535.23,5,5,5,5-5-5,15,1,Champions
16422,17,108,50273.47,5,5,5,5-5-5,15,1,Champions
16722,17,22,8138.28,5,5,5,5-5-5,15,1,Champions
17857,3,23,8731.56,5,5,5,5-5-5,15,1,Champions
14961,10,22,16410.15,5,5,5,5-5-5,15,1,Champions
15953,15,18,3440.34,5,5,5,5-5-5,15,1,Champions
15443,1,14,5114.23,5,5,5,5-5-5,15,1,Champions
15189,1,46,17008.82,5,5,5,5-5-5,15,1,Champions
13680,1,12,11419.67,5,5,5,5-5-5,15,1,Champions
14291,1,23,7904.1,5,5,5,5-5-5,15,1,Champions
13488,17,23,14205.96,5,5,5,5-5-5,15,1,Champions
16168,10,66,10181.67,5,5,5,5-5-5,15,1,Champions
15270,15,21,8212.06,5,5,5,5-5-5,15,1,Champions
16365,17,15,3167.34,5,5,5,5-5-5,15,1,Champions
13269,1,28,8520.52,5,5,5,5-5-5,15,1,Champions
13081,1,28,56687.53,5,5,5,5-5-5,15,1,Champions
13267,2,36,9429.81,5,5,5,5-5-5,15,1,Champions
14606,1,184,29648.75,5,5,5,5-5-5,15,1,Champions
14621,1,9,3000.57,5,5,5,5-5-5,15,1,Champions
14825,3,24,4717.6,5,5,5,5-5-5,15,1,Champions
14282,3,25,7250.76,5,5,5,5-5-5,15,1,Champions
15502,15,12,8885.72,5,5,5,5-5-5,15,1,Champions
13668,2,35,12780.96,5,5,5,5-5-5,15,1,Champions
14209,10,15,4993.27,5,5,5,5-5-5,15,1,Champions
14562,3,26,6638.15,5,5,5,5-5-5,15,1,Champions
13013,1,29,10991.43,5,5,5,5-5-5,15,1,Champions
16670,16,20,8030.15,5,5,5,5-5-5,15,1,Champions
18225,3,26,13006.4,5,5,5,5-5-5,15,1,Champions
17346,3,26,4989.01,5,5,5,5-5-5,15,1,Champions
14701,10,15,4487.11,5,5,5,5-5-5,15,1,Champions
15898,1,25,4992.7,5,5,5,5-5-5,15,1,Champions
15187,1,15,4733.38,5,5,5,5-5-5,15,1,Champions
13576,10,28,11202.59,5,5,5,5-5-5,15,1,Champions
15497,17,9,8541.79,5,5,5,5-5-5,15,1,Champions
17611,3,28,8287.53,5,5,5,5-5-5,15,1,Champions
13798,1,110,70972.65,5,5,5,5-5-5,15,1,Champions
15194,3,28,11924.53,5,5,5,5-5-5,15,1,Champions
17091,2,19,7495.75,5,5,5,5-5-5,15,1,Champions
18118,10,29,6218.62,5,5,5,5-5-5,15,1,Champions
13999,10,29,9493.86,5,5,5,5-5-5,15,1,Champions
17655,10,9,2976.38,5,5,5,5-5-5,15,1,Champions
15005,15,56,13752.58,5,5,5,5-5-5,15,1,Champions
14051,0,37,21770.98,5,5,5,5-5-5,15,1,Champions
17306,10,21,6761.68,5,5,5,5-5-5,15,1,Champions
14408,10,11,4102.27,5,5,5,5-5-5,15,1,Champions
12395,15,15,4215.97,5,5,5,5-5-5,15,1,Champions
14049,16,13,13023.4,5,5,5,5-5-5,15,1,Champions
13426,0,22,8167.38,5,5,5,5-5-5,15,1,Champions
13069,0,38,7887.81,5,5,5,5-5-5,15,1,Champions
16818,10,11,3349.57,5,5,5,5-5-5,15,1,Champions
14866,10,17,18092.12,5,5,5,5-5-5,15,1,Champions
14505,17,19,11873.08,5,5,5,5-5-5,15,1,Champions
17593,3,11,8092.32,5,5,5,5-5-5,15,1,Champions
16607,17,25,5697.59,5,5,5,5-5-5,15,1,Champions
14547,3,8,3974.75,5,5,5,5-5-5,15,1,Champions
16554,3,8,2841.72,5,5,5,5-5-5,15,1,Champions
17700,16,14,6679.97,5,5,5,5-5-5,15,1,Champions
17315,0,41,9439.98,5,5,5,5-5-5,15,1,Champions
13890,1,14,2927.38,5,5,5,5-5-5,15,1,Champions
13268,17,10,3152.71,5,5,5,5-5-5,15,1,Champions
12483,17,19,4069.18,5,5,5,5-5-5,15,1,Champions
12766,3,9,8134.99,5,5,5,5-5-5,15,1,Champions
12474,17,29,11310.75,5,5,5,5-5-5,15,1,Champions
16711,3,9,2859.24,5,5,5,5-5-5,15,1,Champions
16979,3,9,2859.74,5,5,5,5-5-5,15,1,Champions
14293,3,9,2864.41,5,5,5,5-5-5,15,1,Champions
17139,15,25,19566.76,5,5,5,5-5-5,15,1,Champions
17243,1,69,20184.68,5,5,5,5-5-5,15,1,Champions
12749,3,9,6847.36,5,5,5,5-5-5,15,1,Champions
16571,3,10,4248.74,5,5,5,5-5-5,15,1,Champions
14180,10,33,6117.5,5,5,5,5-5-5,15,1,Champions
16549,10,34,12781.8,5,5,5,5-5-5,15,1,Champions
14667,10,54,20239.59,5,5,5,5-5-5,15,1,Champions
13534,2,35,7720.9,5,5,5,5-5-5,15,1,Champions
16626,0,17,4212.9,5,5,5,5-5-5,15,1,Champions
14194,4,36,18670.59,5,5,5,5-5-5,15,1,Champions
14056,1,23,8152.71,5,5,5,5-5-5,15,1,Champions
15298,2,23,8346.77,5,5,5,5-5-5,15,1,Champions
15854,4,21,5578.28,5,5,5,5-5-5,15,1,Champions
13001,4,33,23472.69,5,5,5,5-5-5,15,1,Champions
14401,4,22,6758.14,5,5,5,5-5-5,15,1,Champions
15845,17,11,4426.28,5,5,5,5-5-5,15,1,Champions
14769,2,17,15472.46,5,5,5,5-5-5,15,1,Champions
17404,4,21,28111.8,5,5,5,5-5-5,15,1,Champions
17049,2,19,9942.53,5,5,5,5-5-5,15,1,Champions
12583,2,27,12389.78,5,5,5,5-5-5,15,1,Champions
13230,4,30,6101.95,5,5,5,5-5-5,15,1,Champions
15572,4,10,3956.84,5,5,5,5-5-5,15,1,Champions
17218,4,18,3889.39,5,5,5,5-5-5,15,1,Champions
14640,15,10,3649.36,5,5,5,5-5-5,15,1,Champions
14110,3,33,12987.95,5,5,5,5-5-5,15,1,Champions
16954,0,20,6028.08,5,5,5,5-5-5,15,1,Champions
15680,9,10,4028.69,5,5,5,5-5-5,15,1,Champions
15694,0,23,9829.44,5,5,5,5-5-5,15,1,Champions
14608,4,10,3342.94,5,5,5,5-5-5,15,1,Champions
15856,4,52,31854.93,5,5,5,5-5-5,15,1,Champions
14156,9,150,228267.66,5,5,5,5-5-5,15,1,Champions
14441,0,11,4611.69,5,5,5,5-5-5,15,1,Champions
14713,9,21,5115.36,5,5,5,5-5-5,15,1,Champions
13021,4,17,4887.24,5,5,5,5-5-5,15,1,Champions
16873,4,12,14308.91,5,5,5,5-5-5,15,1,Champions
16904,4,20,4654.24,5,5,5,5-5-5,15,1,Champions
15251,9,21,19134.48,5,5,5,5-5-5,15,1,Champions
14607,15,20,17750.37,5,5,5,5-5-5,15,1,Champions
13658,9,9,6025.5,5,5,5,5-5-5,15,1,Champions
13126,4,13,3769.53,5,5,5,5-5-5,15,1,Champions
12709,3,33,28885.44,5,5,5,5-5-5,15,1,Champions
18044,4,18,3505.61,5,5,5,5-5-5,15,1,Champions
12989,3,33,9400.79,5,5,5,5-5-5,15,1,Champions
17469,16,17,5051.25,5,5,5,5-5-5,15,1,Champions
18241,9,21,2986.99,5,5,5,5-5-5,15,1,Champions
13883,1,14,6535.37,5,5,5,5-5-5,15,1,Champions
12683,4,20,10445.7,5,5,5,5-5-5,15,1,Champions
16539,2,10,3289.66,5,5,5,5-5-5,15,1,Champions
15358,4,42,16237.18,5,5,5,5-5-5,15,1,Champions
15640,4,29,23004.11,5,5,5,5-5-5,15,1,Champions
16746,4,42,17976.41,5,5,5,5-5-5,15,1,Champions
16062,9,8,2863.45,5,5,5,5-5-5,15,1,Champions
17809,16,20,9997.25,5,5,5,5-5-5,15,1,Champions
13985,4,22,10020.86,5,5,5,5-5-5,15,1,Champions
17677,1,54,34999.66,5,5,5,5-5-5,15,1,Champions
